,node,x,y
38,BRW_LNODEXF1_5,"[-13676697.526328051, -13665107.299858028, -13665171.034056144, -13664990.69648106, -13666033.760109793, -13666147.3059904, -13666470.1325137, -13667603.364929978, -13667823.777521748, -13667781.476115247, -13668566.278525341, -13668197.811010813, -13668636.40980454, -13669147.366267279, -13669303.213554392, -13669854.245033816, -13669600.436594808, -13669936.621457005, -13669838.660305105, -13670168.165997854, -13670154.80765896, -13670775.970417587, -13671134.419177938, -13671005.288568622, -13670539.973097103, -13670681.348850412, -13670288.39104791, -13669919.923533386, -13670020.1110751, -13671557.433242954, -13672002.711206127, -13672287.68910256, -13672478.045431815, -13672771.92888751, -13672784.174031494, -13673414.242349386, -13673468.788899876, -13673257.281867368, -13673147.075571483, -13673524.448645271, -13673357.469409082, -13673659.145229131, -13673791.615423175, -13674229.101021992, -13675424.672353111, -13675669.575232856, -13675915.591307512, -13676697.526328051]","[6213511.410871081, 6216361.97744201, 6216011.305709582, 6215618.69881084, 6214980.119474463, 6214523.539400455, 6214265.776245323, 6213938.95054577, 6214031.606039615, 6214304.524455561, 6213723.31985336, 6213158.999798062, 6213204.480921593, 6212867.589486336, 6213034.349077592, 6212700.833167201, 6212118.053952992, 6211811.521386573, 6211553.840474346, 6211338.270287825, 6211119.337413093, 6210888.621947605, 6210272.288713157, 6209778.917536073, 6209391.649640989, 6209149.195243186, 6208265.305471531, 6208019.5162647925, 6207494.2919117175, 6208366.316794665, 6208128.942088908, 6207440.424581702, 6207543.109474316, 6207209.808933036, 6207623.911573132, 6207283.874590943, 6208280.457093496, 6208665.990781417, 6209858.057059504, 6210405.318607603, 6210876.833734316, 6210962.719662629, 6210492.883724946, 6210252.081822729, 6210957.66752519, 6211798.04768128, 6211952.996581953, 6213511.410871081]"
39,BRW_LNODEXF1_6,"[-13692176.326309953, -13679179.405631278, -13679000.254397392, -13678966.858550156, -13678644.032026857, -13678727.52164495, -13678512.675027719, -13678650.711196302, -13677745.683736151, -13677125.634172434, -13677084.44596084, -13677354.952323468, -13677018.767461272, -13677032.125800166, -13677254.764781753, -13677283.70784936, -13677959.417158475, -13677911.549777435, -13678183.16933497, -13679128.271811804, -13679590.2476986, -13679678.190096324, -13679418.815682776, -13679515.663639767, -13681096.40040903, -13681719.78955747, -13683218.14990355, -13683808.143204752, -13684045.253720146, -13683637.82438384, -13683866.029339967, -13684651.944944967, -13685481.275151378, -13685674.97106536, -13685459.01125322, -13685431.181380522, -13686027.853851173, -13686250.49283276, -13686921.749362241, -13686240.474078588, -13685781.837776517, -13686133.607367426, -13686702.449965378, -13687070.917479906, -13687803.399729325, -13688030.491490543, -13688522.523639848, -13688784.124443213, -13689898.432546053, -13690236.843798066, -13690576.368244985, -13690962.646878038, -13691043.910106318, -13690271.352840211, -13689875.055452988, -13689095.819017434, -13689615.681039438, -13689564.474073675, -13690058.732612796, -13690101.034019299, -13690532.953643577, -13690665.42383762, -13690498.44460143, -13690865.798921047, -13691154.1164022, -13692065.8230318, -13692139.293895725, -13692423.158597246, -13692485.49751209, -13693569.749352418, -13693683.295233026, -13694186.459331412, -13693924.858528048, -13693610.93756401, -13693940.443256758, -13693398.317336595, -13693043.208160963, -13693140.056117954, -13692110.350828117, -13691570.451297771, -13691464.697781514, -13691263.209503181, -13691577.130467216, -13691891.051431254, -13692176.326309953]","[6209705.956848237, 6212901.127571562, 6212795.159572028, 6212182.056653196, 6211737.416271688, 6211543.73549972, 6211082.287792185, 6210967.771803083, 6209735.138541729, 6209455.631815766, 6209172.76689507, 6208982.511855615, 6208563.292326621, 6208172.712812892, 6208068.336843091, 6207474.091622971, 6207083.56213962, 6206829.390947881, 6206383.34728809, 6205841.393646335, 6206443.940525166, 6206179.689850053, 6205735.363277895, 6205476.1834981125, 6204878.753705206, 6203206.173509238, 6201278.234600296, 6201648.311150169, 6201342.15576328, 6201009.098129477, 6200904.810035785, 6201278.234600296, 6201140.30109541, 6200813.979511867, 6200583.543459345, 6200144.55481929, 6200319.474781325, 6200857.7126060575, 6200578.497484247, 6200243.787817925, 6199485.27343592, 6198516.626108168, 6198296.34149752, 6198733.553167555, 6198745.324561517, 6199153.97018923, 6198778.957205407, 6199813.225902137, 6199120.3360631, 6199867.044950107, 6199846.86276721, 6200300.97346143, 6200734.924104413, 6200760.1544738095, 6200124.371978153, 6200282.472181765, 6200711.375827182, 6200881.261288322, 6201510.371645094, 6202200.091537714, 6201638.217939806, 6201900.645301008, 6202151.304634324, 6202307.760176674, 6203000.909665768, 6203801.803193814, 6204200.595531279, 6204220.788045701, 6203928.001278308, 6204059.249272513, 6203815.264233602, 6204010.4517048085, 6204264.538658117, 6204148.431757524, 6204962.8962072665, 6205065.551187132, 6206305.923224589, 6206955.6339676315, 6207477.458334426, 6207536.376000741, 6207324.2743126135, 6207546.476213103, 6209098.68478063, 6209226.645201965, 6209705.956848237]"
40,BRW_LNODEXF1_7,"[-13694983.723672587, -13694633.645070393, -13694961.242987331, -13694983.723672587]","[6208865.621470776, 6209008.118513558, 6208846.136969229, 6208865.621470776]"
41,BRW_LNODEXF1_8,"[-13709398.21553571, -13701796.742936105, -13701305.34076764, -13701080.475396238, -13700708.668296989, -13700700.875932634, -13698930.896029022, -13698038.113712858, -13697748.683036797, -13696800.240975237, -13694109.648882763, -13690953.741318775, -13690289.163958738, -13689977.469384518, -13690067.638172058, -13689622.360208888, -13689387.476083314, -13689128.101669764, -13689114.74333087, -13689389.70247313, -13690148.901400339, -13690362.634822661, -13690988.25036092, -13691360.057460168, -13692094.766099406, -13692246.160606883, -13692850.62544189, -13693795.727918725, -13693873.651562281, -13693682.182038119, -13693308.148549052, -13693640.993826523, -13693943.782841483, -13694147.497509634, -13693941.556451663, -13694570.511574648, -13694599.454642253, -13694205.383644845, -13694655.11438765, -13694600.567837164, -13694065.121086447, -13694741.943590472, -13694318.929525455, -13694726.35886176, -13694809.848479856, -13694315.58994073, -13694348.98578797, -13693990.537027614, -13693738.954978423, -13693298.12979488, -13693304.80896433, -13692442.082910681, -13690598.632143144, -13688998.971060444, -13688412.317343963, -13688937.74534051, -13689053.517610934, -13688666.125782972, -13687813.418483496, -13687764.437907549, -13688166.301269311, -13687959.247016434, -13688134.018616978, -13690009.752036847, -13693653.23897051, -13694289.986457849, -13694838.791547459, -13694942.318673896, -13695436.577213017, -13695523.40641584, -13695844.006549323, -13696426.207486171, -13697103.029990194, -13697685.230927045, -13697970.208823476, -13697936.812976236, -13699428.494152866, -13699788.056108128, -13699609.94492286, -13699703.453295125, -13700778.79957619, -13700722.026635885, -13701359.88731813, -13701273.058115311, -13701489.017927451, -13701521.300579779, -13701777.335408604, -13702107.954296261, -13702361.762735272, -13702749.154563231, -13703089.792205058, -13703039.6984342, -13703769.954293802, -13703779.973047974, -13705605.612696985, -13706402.660251064, -13707117.331381956, -13707627.174649792, -13708167.074180137, -13708432.014568228, -13708389.713161724, -13709186.760715805, -13709249.09963065, -13709732.226220693, -13709811.263059154, -13710466.934859928, -13710572.68837618, -13710305.521598278, -13710013.864532398, -13710128.523607915, -13710301.068818647, -13710258.767412143, -13711090.324008368, -13710975.66493285, -13711498.86653958, -13711931.899358768, -13711828.37223233, -13711964.182011098, -13711810.48893763, -13711087.328508768, -13710802.006527215, -13709675.453280387, -13709398.21553571]","[6203000.3759993045, 6206092.905098956, 6205846.442744474, 6206092.169143696, 6205979.403407722, 6205738.729301036, 6204185.451176914, 6202950.435708931, 6202131.117032001, 6201384.209421931, 6200827.43582461, 6196520.820326742, 6196398.094387163, 6196070.273499196, 6195182.698773429, 6194957.457790048, 6195177.655999624, 6194690.20196638, 6194192.691460336, 6193792.687207317, 6193495.217238377, 6192888.545166056, 6193261.618164482, 6192987.693602187, 6193194.396596981, 6193738.906556237, 6193950.669834749, 6193461.605466072, 6194061.595559052, 6193759.074260569, 6193969.157355095, 6194113.697534496, 6194090.167570633, 6193945.627790692, 6193691.848765223, 6193253.215439504, 6192992.735078937, 6192802.841516057, 6192107.161456657, 6191745.900756636, 6191359.452789233, 6190818.455096889, 6189862.552508878, 6189716.404627558, 6189439.234499642, 6189143.596305116, 6188831.171638656, 6188678.322885317, 6187944.351148539, 6187630.291031018, 6185900.648680591, 6184906.683039469, 6183981.660409316, 6184250.259175302, 6183760.072801004, 6184401.349702015, 6185074.574501828, 6185176.989918446, 6184537.333466769, 6183914.512040722, 6183384.058529729, 6183018.131999546, 6182111.776143976, 6182749.572067041, 6183056.738185606, 6183377.344139952, 6183189.343374154, 6183572.063591377, 6183501.561207198, 6183880.93805484, 6183983.339125296, 6183436.095229856, 6184377.846555245, 6184507.114664831, 6184874.784035597, 6185262.616867395, 6185798.2245647805, 6186525.294532294, 6186691.53864489, 6186914.881802005, 6187270.899542039, 6187568.152166046, 6187422.043647857, 6187749.53174415, 6187608.45840518, 6187888.927933447, 6187967.864136615, 6187489.2196668275, 6187678.994782607, 6187363.265065799, 6187840.222981517, 6188122.37967297, 6188575.865366464, 6188824.452954505, 6189167.112603999, 6190156.535728688, 6190166.615333323, 6191188.077130081, 6191473.705144793, 6191971.056788799, 6192560.859396134, 6192928.876593985, 6193782.603309357, 6193994.367674804, 6194549.013597681, 6195411.307656809, 6196509.05200925, 6197085.718702879, 6197247.12512584, 6197453.931578895, 6197319.422745404, 6198496.447127977, 6199100.155651237, 6199310.370622175, 6199821.635105942, 6200945.179468795, 6201330.380776114, 6201745.879467669, 6202019.21880837, 6202313.341938397, 6202087.3773913225, 6201897.280796413, 6203000.3759993045]"
42,BRW_LNODEXF1_9,"[-13710473.32920246, -13710143.632998614, -13710446.897351585, -13710473.32920246]","[6202563.0751421, 6202697.176184226, 6202137.846227469, 6202563.0751421]"
43,BRW_LNODEXF1_10,"[-13681849.936893266, -13682636.777449004, -13682700.514271362, -13682176.199469727, -13681849.936893266]","[6180771.107745484, 6180895.618625108, 6180957.151263433, 6181039.37954835, 6180771.107745484]"
44,BRW_LNODEXF1_11,"[-13668715.446643002, -13668747.729295332, -13668459.41181418, -13668498.373635955, -13668715.446643002]","[6212700.833167201, 6212934.9667050075, 6212763.155853037, 6212741.258641067, 6212700.833167201]"
45,BRW_LNODEXF1_12,"[-13693581.994496401, -13693861.406418294, -13694245.45866153, -13694157.516263805, -13693581.994496401]","[6205740.412313079, 6205440.841412863, 6205560.331911317, 6205651.213132788, 6205740.412313079]"
46,BRW_LNODEXF1_13,"[-13695596.877279762, -13695837.327379875, -13696101.154573055, -13695888.534345638, -13695596.877279762]","[6206098.901473745, 6205797.634921367, 6205886.835637511, 6206100.58455711, 6206098.901473745]"
47,BRW_LNODEXF1_14,"[-13671015.307322793, -13671682.111072643, -13672592.704507332, -13672405.6877628, -13672021.635519562, -13671703.261775892, -13670512.143224405, -13670551.105046181, -13671015.307322793]","[6206050.092201669, 6205538.453243771, 6205232.157808263, 6205838.027582575, 6206039.99376656, 6207379.824243352, 6206856.322634827, 6206433.841622338, 6206050.092201669]"
48,BRW_LNODEXF1_15,"[-13694415.777482446, -13694312.250356007, -13694578.303939002, -13694560.492820477, -13694415.777482446]","[6206497.801542819, 6206452.356286688, 6206319.388228475, 6206398.495556881, 6206497.801542819]"
49,BRW_LNODEXF1_16,"[-13695080.354842482, -13694859.942250712, -13694465.871253302, -13694743.056785379, -13695018.015927637, -13694921.167970646, -13695197.240307815, -13695080.354842482]","[6207088.61197535, 6207176.142938172, 6206822.658039478, 6206327.803866729, 6206250.380308949, 6206841.173550428, 6207184.559424411, 6207088.61197535]"
50,BRW_LNODEXF1_17,"[-13693990.537027614, -13694326.72188981, -13694077.366230434, -13693907.047409521, -13693990.537027614]","[6207819.186482182, 6207809.0859458465, 6208433.658343478, 6208240.0528282765, 6207819.186482182]"
51,BRW_LNODEXF1_18,"[-13654738.171378998, -13654713.681091024, -13654214.96977227, -13654102.537086569, -13655230.203528306, -13657074.767490748, -13658201.320737576, -13658701.14525124, -13658810.238352215, -13658754.57860682, -13656885.5243564, -13655988.289260607, -13655686.613440558, -13654842.811700344, -13654738.171378998]","[6210454.152888716, 6209672.838053901, 6209337.770288364, 6208965.675331502, 6208623.901100738, 6209305.779584286, 6210284.076088097, 6210144.312551588, 6210851.573332333, 6211188.384864804, 6212118.053952992, 6212284.798837718, 6211351.743264305, 6210775.792576722, 6210454.152888716]"
52,BRW_LNODEXF1_19,"[-13687469.441256946, -13687604.137840807, -13687531.780171787, -13687439.38499443, -13687469.441256946]","[6183268.236047619, 6183353.843817405, 6183513.311564056, 6183407.558935617, 6183268.236047619]"
53,BRW_LNODEXF1_20,"[-13672490.290575802, -13672813.117099103, -13672884.361573208, -13672659.496201806, -13672490.290575802]","[6187338.074369101, 6187260.823363657, 6187435.478809257, 6187726.019358728, 6187338.074369101]"
54,BRW_LNODEXF1_21,"[-13673377.506917424, -13672830.928217629, -13672711.816362482, -13673086.963046454, -13673837.2564144, -13674074.36692979, -13674093.291243225, -13673749.314016674, -13673377.506917424]","[6189402.279164125, 6189168.792342115, 6188745.508812672, 6188250.025056292, 6187863.735682165, 6188399.506950038, 6189256.139180835, 6189506.426429617, 6189402.279164125]"
55,BRW_LNODEXF1_22,"[-13669713.982475417, -13668611.919516562, -13669578.17269665, -13669751.83110229, -13669460.174036408, -13668815.634184718, -13668434.921526203, -13668162.18877376, -13669144.026682556, -13669290.968410404, -13669964.451329704, -13671881.372961162, -13672063.936926065, -13672422.38568642, -13671886.938935703, -13671708.827750435, -13671837.958359752, -13672312.179390531, -13672709.589972664, -13673024.62413161, -13673517.769475823, -13674253.591309967, -13674489.58863045, -13674141.158624265, -13673783.82305882, -13673514.4298911, -13673630.202161526, -13673118.132503875, -13671866.90142736, -13670240.52366687, -13669713.982475417]","[6194622.9691178035, 6194407.827570578, 6193774.200070183, 6193066.677080946, 6192409.624063472, 6192033.227786901, 6192641.519338647, 6192334.007404495, 6191463.623992949, 6190687.411137427, 6189605.535493941, 6188318.887175835, 6187252.426557466, 6188152.611301411, 6188552.350699957, 6189009.2186999535, 6190264.052126328, 6190374.929833089, 6190998.2238091, 6191117.511684683, 6192058.432374936, 6192013.064170222, 6192418.0259559285, 6193164.1470647855, 6192589.426371712, 6192725.540924613, 6193402.78518382, 6194241.432758962, 6194599.437746251, 6194433.039189391, 6194622.9691178035]"
56,BRW_LNODEXF1_23,"[-13686094.64554565, -13685979.986470131, -13685898.723241853, -13686185.927528098, -13686094.64554565]","[6183476.381925613, 6183464.631619677, 6183301.807619552, 6183446.166885939, 6183476.381925613]"
57,BRW_LNODEXF1_24,"[-13658819.14391148, -13658311.527033463, -13658815.804326758, -13659518.23031366, -13659660.719261877, -13660069.261793088, -13660338.65496081, -13660207.29796167, -13658819.14391148]","[6185279.406566142, 6184114.279991844, 6183335.379323739, 6183555.2772565335, 6183983.339125296, 6184001.805023064, 6184708.575368819, 6185089.684895719, 6185279.406566142]"
58,BRW_LNODEXF1_25,"[-13673730.389703238, -13673797.181397714, -13673355.243019266, -13673418.695129018, -13673730.389703238]","[6186219.682506225, 6186211.286726167, 6186899.768170569, 6186451.409301351, 6186219.682506225]"
59,BRW_LNODEXF1_26,"[-13657537.856572447, -13657772.740698025, -13657572.365614595, -13657681.458715573, -13658311.527033463, -13659385.760119617, -13660449.9744516, -13660005.809683334, -13659679.643575313, -13658465.147930756, -13657571.252419688, -13657368.650946444, -13657537.856572447]","[6187820.069289767, 6187554.71679536, 6186960.222857192, 6186562.237388066, 6186112.217146365, 6186018.186068494, 6186540.407499383, 6187534.563779108, 6187754.5701208785, 6187841.902458002, 6188441.496718, 6188365.915284737, 6187820.069289767]"
